D & B Used Cars|111 Old Benbrook Rd|817-555-5555|
10112|1993|Ford|Explorer|SUV|Red|525123|995.0
37846|2001|Ford|Ranger|truck|Yellow|172544|1995.0
44901|2012|Honda|Civic|SUV|Gray|103221|6995.0
38472|2005|Chevrolet|Tahoe|SUV|Black|150223|5995.0
78432|2010|Toyota|Corolla|Sedan|Blue|120567|7495.0
56723|2016|Nissan|Altima|Sedan|Silver|85431|12995.0
23578|2008|Honda|Accord|Sedan|White|135890|7995.0
89234|2014|Ford|Fusion|Sedan|Green|69012|10995.0
18234|2020|Toyota|Highlander|SUV|Maroon|21543|34995.0
47658|2003|Chevrolet|Silverado|Truck|Brown|215678|7995.0
56372|2015|Jeep|Cherokee|SUV|Orange|43210|15995.0
82941|2018|Mazda|CX-5|SUV|Red|65432|23995.0
31029|2007|Subaru|Outback|SUV|Yellow|174302|8995.0
48210|2011|Hyundai|Sonata|Sedan|Purple|102344|8995.0
71345|2009|Chrysler|Town & Country|Van|Silver|143211|8495.0
98230|2013|Ford|Escape|SUV|Blue|87543|11995.0
67391|2006|Dodge|Ram 1500|Truck|Gray|195432|10995.0
50298|2017|Volkswagen|Golf|Hatchback|Black|52045|18995.0
18492|2004|Toyota|Sienna|Van|White|210234|7995.0
76238|2019|Ford|Mustang|Coupe|Red|45321|25995.0
47281|2002|Chevrolet|Impala|Sedan|Silver|189432|5995.0
19372|2017|BMW|X5|SUV|Black|68012|33995.0
84839|2010|Jeep|Wrangler|SUV|Green|105876|16995.0
32018|2001|Nissan|Pathfinder|SUV|Blue|224567|4500.0
64123|2016|Ford|F-150|Truck|White|78543|24995.0
39204|2014|Mazda|Mazda3|Sedan|Gray|51233|12995.0
28467|2015|Honda|CR-V|SUV|Silver|46012|16995.0
52814|2009|Toyota|Tacoma|Truck|Red|168432|14995.0
27416|2008|Hyundai|Elantra|Sedan|Yellow|119876|6995.0
61429|2012|Chevrolet|Cruze|Sedan|Black|83274|8495.0
49213|2021|Honda|Pilot|SUV|Blue|12803|42995.0
92847|2013|Subaru|Forester|SUV|Green|102356|14995.0
47628|2006|Ford|Ranger|Truck|Brown|189574|6995.0
78123|2018|Kia|Sorento|SUV|Purple|45321|21995.0
85931|2019|Tesla|Model 3|Sedan|Silver|23980|37995.0
15234|2005|Jeep|Grand Cherokee|SUV|Red|145678|7995.0
30625|2010|Dodge|Challenger|Coupe|Yellow|85932|18995.0
14293|2017|Chevrolet|Malibu|Sedan|Blue|64022|15995.0
71023|2011|Ram|1500|Truck|Silver|105432|14995.0
57321|2003|Honda|Pilot|SUV|Green|225634|7995.0
48192|2009|Ford|Expedition|SUV|Black|185732|13995.0
38417|2015|Ram|2500|Truck|Blue|67012|24995.0
23481|2008|Toyota|Matrix|Hatchback|White|125834|8995.0
54312|2016|Chevrolet|Equinox|SUV|Silver|81560|18995.0
12390|2007|Nissan|Armada|SUV|Brown|156432|10995.0
71846|2014|Volkswagen|Passat|Sedan|Red|78001|12995.0
28419|2020|Subaru|Legacy|Sedan|Gray|23764|24995.0
52983|2012|Mazda|CX-9|SUV|Maroon|115532|14995.0
61739|2018|Ford|Escape|SUV|Yellow|51239|21995.0
18492|2002|Honda|Odyssey|Van|Blue|198432|6995.0
73248|2011|Kia|Optima|Sedan|Green|126543|10995.0
48672|2017|Chevrolet|Traverse|SUV|Purple|49801|25995.0
52947|2010|Hyundai|Santa Fe|SUV|Silver|143210|11995.0
19034|2013|Toyota|Venza|SUV|Red|82343|17995.0
83651|2016|Ford|Edge|SUV|Black|71123|23995.0
23781|2019|Honda|Fit|Hatchback|Orange|36012|15995.0
69284|2015|GMC|Yukon|SUV|White|128902|25995.0
38247|2006|Chrysler|300|Sedan|Silver|138423|8995.0
49012|2018|Nissan|Rogue|SUV|Blue|54629|22995.0
10274|2004|Toyota|Tundra|Truck|Black|231456|10995.0
782017|2025|Nissan|Altima|Sedan|Grey|100000|45000.0
